Case ID,Activity,Timestamp,User,Status
RFQ-00038,Technical Evaluation,2025-02-19 05:00:00,Fiona,Complete
RFQ-00038,Commercial Evaluation,2025-02-19 15:00:00,Alice,Complete
RFQ-00038,PO Creation,2025-02-19 19:00:00,Bob,Complete
RFQ-00038,Supplier Confirmation,2025-02-20 12:00:00,Bob,Complete
RFQ-00038,Goods Dispatch,2025-02-21 03:00:00,Alice,Complete
RFQ-00038,Goods Receipt,2025-02-21 09:00:00,Alice,Complete
RFQ-00038,Inspection & Approval,2025-02-21 16:00:00,Alice,Complete
RFQ-00038,Invoice Generation,2025-02-22 01:00:00,Diana,Complete
RFQ-00038,Payment to Supplier,2025-02-22 19:00:00,Charlie,Complete
RFQ-00039,Issuance of RFQ,2025-01-27 20:00:00,Fiona,Complete
RFQ-00039,Technical Evaluation,2025-01-28 17:00:00,Edward,Complete
RFQ-00039,Commercial Evaluation,2025-01-29 02:00:00,Charlie,Complete
RFQ-00039,PO Creation,2025-01-29 12:00:00,Fiona,Complete
RFQ-00039,Supplier Confirmation,2025-01-30 12:00:00,Charlie,Complete
RFQ-00039,Goods Dispatch,2025-01-30 22:00:00,Bob,Complete
RFQ-00039,Goods Receipt,2025-01-31 15:00:00,Fiona,Complete
RFQ-00039,Inspection & Approval,2025-02-01 06:00:00,Alice,Complete
RFQ-00039,Invoice Generation,2025-02-02 05:00:00,Fiona,Complete
RFQ-00039,Payment to Supplier,2025-02-02 16:00:00,Bob,Complete
RFQ-00040,Issuance of RFQ,2025-01-18 14:00:00,Alice,Complete
RFQ-00040,Technical Evaluation,2025-01-18 18:00:00,Fiona,Complete
RFQ-00040,Commercial Evaluation,2025-01-19 00:00:00,Bob,Complete
RFQ-00040,PO Creation,2025-01-19 20:00:00,Charlie,Complete
RFQ-00040,Supplier Confirmation,2025-01-20 06:00:00,Alice,Complete
RFQ-00040,Goods Dispatch,2025-01-20 20:00:00,Diana,Complete
RFQ-00040,Goods Receipt,2025-01-21 20:00:00,Diana,Complete
RFQ-00040,Inspection & Approval,2025-01-22 17:00:00,Edward,Complete
RFQ-00040,Invoice Generation,2025-01-23 14:00:00,Diana,Complete
RFQ-00040,Payment to Supplier,2025-01-23 21:00:00,Diana,Complete
RFQ-00041,Issuance of RFQ,2025-02-27 05:00:00,Fiona,Complete
RFQ-00041,Technical Evaluation,2025-02-27 22:00:00,Bob,Complete
RFQ-00041,Commercial Evaluation,2025-02-28 16:00:00,Fiona,Complete
RFQ-00041,PO Creation,2025-03-01 09:00:00,Charlie,Complete
RFQ-00041,Supplier Confirmation,2025-03-02 06:00:00,Diana,Complete
RFQ-00041,Goods Dispatch,2025-03-02 14:00:00,Edward,Complete
RFQ-00041,Goods Receipt,2025-03-03 13:00:00,Edward,Complete
RFQ-00041,Inspection & Approval,2025-03-04 05:00:00,Edward,Complete
RFQ-00041,Invoice Generation,2025-03-04 20:00:00,Charlie,Complete
RFQ-00041,Payment to Supplier,2025-03-04 23:00:00,Diana,Complete
RFQ-00042,Issuance of RFQ,2025-01-19 19:00:00,Charlie,Complete
RFQ-00042,Technical Evaluation,2025-01-19 22:00:00,Charlie,Complete
RFQ-00042,Commercial Evaluation,2025-01-20 01:00:00,Alice,Complete
RFQ-00042,PO Creation,2025-01-20 06:00:00,Fiona,Complete
RFQ-00042,Supplier Confirmation,2025-01-20 11:00:00,Bob,Complete
RFQ-00042,Goods Dispatch,2025-01-20 22:00:00,Charlie,Complete
RFQ-00042,Goods Receipt,2025-01-21 18:00:00,Fiona,Complete
RFQ-00042,Inspection & Approval,2025-01-21 20:00:00,Alice,Complete
RFQ-00042,Invoice Generation,2025-01-22 09:00:00,Charlie,Complete
RFQ-00042,Payment to Supplier,2025-01-22 16:00:00,Diana,Complete
RFQ-00043,Issuance of RFQ,2025-01-14 17:00:00,Fiona,Complete
RFQ-00043,Technical Evaluation,2025-01-15 10:00:00,Charlie,Complete
RFQ-00043,Commercial Evaluation,2025-01-15 15:00:00,Edward,Complete
RFQ-00043,PO Creation,2025-01-16 08:00:00,Alice,Complete
RFQ-00043,Supplier Confirmation,2025-01-16 18:00:00,Bob,Complete
RFQ-00043,Goods Dispatch,2025-01-17 09:00:00,Bob,Complete
RFQ-00043,Goods Receipt,2025-01-17 12:00:00,Fiona,Complete
RFQ-00043,Inspection & Approval,2025-01-17 16:00:00,Diana,Complete
RFQ-00043,Invoice Generation,2025-01-17 18:00:00,Bob,Complete
RFQ-00043,Payment to Supplier,2025-01-18 08:00:00,Edward,Complete
RFQ-00044,Issuance of RFQ,2025-01-14 02:00:00,Edward,Complete
RFQ-00044,Technical Evaluation,2025-01-14 22:00:00,Edward,Complete
RFQ-00044,Commercial Evaluation,2025-01-15 07:00:00,Alice,Complete
RFQ-00044,PO Creation,2025-01-16 02:00:00,Fiona,Complete
RFQ-00044,Supplier Confirmation,2025-01-17 01:00:00,Diana,Complete
RFQ-00044,Goods Dispatch,2025-01-17 22:00:00,Charlie,Complete
RFQ-00044,Goods Receipt,2025-01-18 15:00:00,Charlie,Complete
RFQ-00044,Inspection & Approval,2025-01-18 21:00:00,Fiona,Complete
RFQ-00044,Invoice Generation,2025-01-19 19:00:00,Alice,Complete
RFQ-00044,Payment to Supplier,2025-01-20 12:00:00,Alice,Complete
RFQ-00045,Issuance of RFQ,2025-01-08 02:00:00,Fiona,Complete
RFQ-00045,Technical Evaluation,2025-01-08 16:00:00,Charlie,Complete
RFQ-00045,Commercial Evaluation,2025-01-08 22:00:00,Bob,Complete
RFQ-00045,PO Creation,2025-01-09 01:00:00,Edward,Complete
RFQ-00045,Supplier Confirmation,2025-01-09 20:00:00,Bob,Complete
RFQ-00045,Goods Dispatch,2025-01-09 22:00:00,Alice,Complete
RFQ-00045,Goods Receipt,2025-01-10 00:00:00,Fiona,Complete
RFQ-00045,Inspection & Approval,2025-01-10 16:00:00,Bob,Complete
RFQ-00045,Invoice Generation,2025-01-11 15:00:00,Fiona,Complete
RFQ-00045,Payment to Supplier,2025-01-12 08:00:00,Alice,Complete
RFQ-00046,Issuance of RFQ,2025-01-21 08:00:00,Edward,Complete
RFQ-00046,Technical Evaluation,2025-01-21 14:00:00,Fiona,Complete
RFQ-00046,Commercial Evaluation,2025-01-22 05:00:00,Charlie,Complete
RFQ-00046,PO Creation,2025-01-22 08:00:00,Fiona,Complete
RFQ-00046,Supplier Confirmation,2025-01-22 12:00:00,Diana,Complete
RFQ-00046,Goods Dispatch,2025-01-22 22:00:00,Charlie,Complete
RFQ-00046,Goods Receipt,2025-01-23 13:00:00,Bob,Complete
RFQ-00046,Inspection & Approval,2025-01-24 01:00:00,Alice,Complete
RFQ-00046,Invoice Generation,2025-01-24 07:00:00,Bob,Complete
RFQ-00046,Payment to Supplier,2025-01-25 03:00:00,Fiona,Complete
RFQ-00047,Issuance of RFQ,2025-02-05 17:00:00,Diana,Complete
RFQ-00047,Technical Evaluation,2025-02-06 00:00:00,Charlie,Complete
RFQ-00047,Commercial Evaluation,2025-02-06 22:00:00,Alice,Complete
RFQ-00047,PO Creation,2025-02-07 12:00:00,Edward,Complete
RFQ-00047,Supplier Confirmation,2025-02-08 10:00:00,Alice,Complete
RFQ-00047,Goods Dispatch,2025-02-08 12:00:00,Bob,Complete
RFQ-00047,Goods Receipt,2025-02-09 12:00:00,Alice,Complete
RFQ-00047,Inspection & Approval,2025-02-09 14:00:00,Fiona,Complete
RFQ-00047,Invoice Generation,2025-02-10 10:00:00,Fiona,Complete
RFQ-00047,Payment to Supplier,2025-02-11 08:00:00,Edward,Complete
RFQ-00048,Issuance of RFQ,2025-01-19 00:00:00,Diana,Complete
RFQ-00048,Technical Evaluation,2025-01-19 16:00:00,Diana,Complete
RFQ-00048,Commercial Evaluation,2025-01-20 03:00:00,Fiona,Complete
RFQ-00048,PO Creation,2025-01-20 17:00:00,Alice,Complete
RFQ-00048,Supplier Confirmation,2025-01-21 05:00:00,Diana,Complete
RFQ-00048,Goods Dispatch,2025-01-21 14:00:00,Alice,Complete
RFQ-00048,Goods Receipt,2025-01-21 22:00:00,Edward,Complete
RFQ-00048,Inspection & Approval,2025-01-22 19:00:00,Diana,Complete
RFQ-00048,Invoice Generation,2025-01-23 12:00:00,Charlie,Complete
RFQ-00048,Payment to Supplier,2025-01-23 21:00:00,Edward,Complete
RFQ-00049,Issuance of RFQ,2025-02-27 05:00:00,Fiona,Complete
RFQ-00049,Technical Evaluation,2025-02-28 00:00:00,Charlie,Complete
RFQ-00049,Commercial Evaluation,2025-02-28 03:00:00,Edward,Complete
RFQ-00049,PO Creation,2025-02-28 17:00:00,Fiona,Complete
RFQ-00049,Supplier Confirmation,2025-03-01 09:00:00,Diana,Complete
RFQ-00049,Goods Dispatch,2025-03-01 20:00:00,Fiona,Complete
RFQ-00049,Goods Receipt,2025-03-02 14:00:00,Edward,Complete
RFQ-00049,Inspection & Approval,2025-03-03 08:00:00,Edward,Complete
RFQ-00049,Invoice Generation,2025-03-04 03:00:00,Fiona,Complete
RFQ-00049,Payment to Supplier,2025-03-04 10:00:00,Fiona,Complete
RFQ-00050,Issuance of RFQ,2025-02-17 07:00:00,Edward,Complete
RFQ-00050,Technical Evaluation,2025-02-17 21:00:00,Bob,Complete
RFQ-00050,Commercial Evaluation,2025-02-18 20:00:00,Alice,Complete
RFQ-00050,PO Creation,2025-02-19 03:00:00,Charlie,Complete
RFQ-00050,Supplier Confirmation,2025-02-19 20:00:00,Alice,Complete
RFQ-00050,Goods Dispatch,2025-02-20 06:00:00,Diana,Complete
RFQ-00050,Goods Receipt,2025-02-20 21:00:00,Charlie,Complete
RFQ-00050,Inspection & Approval,2025-02-21 08:00:00,Bob,Complete
RFQ-00050,Invoice Generation,2025-02-21 10:00:00,Diana,Complete
RFQ-00050,Payment to Supplier,2025-02-21 15:00:00,Diana,Complete
RFQ-00051,Issuance of RFQ,2025-01-03 05:00:00,Charlie,Complete
RFQ-00051,Technical Evaluation,2025-01-03 19:00:00,Edward,Complete
RFQ-00051,Commercial Evaluation,2025-01-03 21:00:00,Fiona,Complete
RFQ-00051,PO Creation,2025-01-04 10:00:00,Alice,Complete
RFQ-00051,Supplier Confirmation,2025-01-05 01:00:00,Alice,Complete
RFQ-00051,Goods Dispatch,2025-01-05 06:00:00,Alice,Complete
RFQ-00051,Goods Receipt,2025-01-05 18:00:00,Charlie,Complete
RFQ-00051,Inspection & Approval,2025-01-06 14:00:00,Bob,Complete
RFQ-00051,Invoice Generation,2025-01-07 04:00:00,Alice,Complete
RFQ-00051,Payment to Supplier,2025-01-08 04:00:00,Bob,Complete
RFQ-00052,Issuance of RFQ,2025-01-12 20:00:00,Alice,Complete
RFQ-00052,Technical Evaluation,2025-01-13 11:00:00,Bob,Complete
RFQ-00052,Commercial Evaluation,2025-01-14 03:00:00,Edward,Complete
RFQ-00052,PO Creation,2025-01-15 03:00:00,Bob,Complete
RFQ-00052,Supplier Confirmation,2025-01-16 01:00:00,Bob,Complete
RFQ-00052,Goods Dispatch,2025-01-16 05:00:00,Bob,Complete
RFQ-00052,Goods Receipt,2025-01-16 14:00:00,Edward,Complete
RFQ-00052,Inspection & Approval,2025-01-16 20:00:00,Charlie,Complete
RFQ-00052,Invoice Generation,2025-01-17 08:00:00,Edward,Complete
RFQ-00052,Payment to Supplier,2025-01-17 13:00:00,Charlie,Complete
RFQ-00053,Issuance of RFQ,2025-02-23 11:00:00,Diana,Complete
RFQ-00053,Technical Evaluation,2025-02-24 10:00:00,Alice,Complete
RFQ-00053,Commercial Evaluation,2025-02-24 16:00:00,Fiona,Complete
RFQ-00053,PO Creation,2025-02-25 00:00:00,Alice,Complete
RFQ-00053,Supplier Confirmation,2025-02-25 05:00:00,Bob,Complete
RFQ-00053,Goods Dispatch,2025-02-25 08:00:00,Alice,Complete
RFQ-00053,Goods Receipt,2025-02-25 11:00:00,Edward,Complete
RFQ-00053,Inspection & Approval,2025-02-26 09:00:00,Charlie,Complete
RFQ-00053,Invoice Generation,2025-02-27 07:00:00,Bob,Complete
RFQ-00053,Payment to Supplier,2025-02-27 15:00:00,Charlie,Complete
RFQ-00054,Issuance of RFQ,2025-02-08 06:00:00,Fiona,Complete
RFQ-00054,Technical Evaluation,2025-02-08 20:00:00,Alice,Complete
RFQ-00054,Commercial Evaluation,2025-02-09 10:00:00,Charlie,Complete
RFQ-00054,PO Creation,2025-02-09 16:00:00,Charlie,Complete
RFQ-00054,Supplier Confirmation,2025-02-10 12:00:00,Alice,Complete
RFQ-00054,Goods Dispatch,2025-02-11 11:00:00,Edward,Complete
RFQ-00054,Goods Receipt,2025-02-12 07:00:00,Edward,Complete
RFQ-00054,Inspection & Approval,2025-02-12 09:00:00,Charlie,Complete
RFQ-00054,Invoice Generation,2025-02-13 05:00:00,Alice,Complete
RFQ-00054,Payment to Supplier,2025-02-14 04:00:00,Edward,Complete
RFQ-00055,Issuance of RFQ,2025-02-23 00:00:00,Bob,Complete
RFQ-00055,Technical Evaluation,2025-02-23 04:00:00,Alice,Complete
RFQ-00055,Commercial Evaluation,2025-02-23 11:00:00,Alice,Complete
RFQ-00055,PO Creation,2025-02-24 00:00:00,Charlie,Complete
RFQ-00055,Supplier Confirmation,2025-02-24 16:00:00,Edward,Complete
RFQ-00055,Goods Dispatch,2025-02-25 10:00:00,Alice,Complete
RFQ-00055,Goods Receipt,2025-02-25 21:00:00,Bob,Complete
RFQ-00055,Inspection & Approval,2025-02-26 12:00:00,Charlie,Complete
RFQ-00055,Invoice Generation,2025-02-26 14:00:00,Diana,Complete
RFQ-00055,Payment to Supplier,2025-02-26 17:00:00,Bob,Complete
RFQ-00056,Issuance of RFQ,2025-02-24 17:00:00,Charlie,Complete
RFQ-00056,Technical Evaluation,2025-02-25 14:00:00,Edward,Complete
RFQ-00056,Commercial Evaluation,2025-02-26 14:00:00,Diana,Complete
RFQ-00056,PO Creation,2025-02-27 11:00:00,Alice,Complete
RFQ-00056,Supplier Confirmation,2025-02-27 16:00:00,Diana,Complete
RFQ-00056,Goods Dispatch,2025-02-28 11:00:00,Bob,Complete
RFQ-00056,Goods Receipt,2025-02-28 13:00:00,Alice,Complete
RFQ-00056,Inspection & Approval,2025-03-01 04:00:00,Fiona,Complete
RFQ-00056,Invoice Generation,2025-03-01 16:00:00,Diana,Complete
RFQ-00056,Payment to Supplier,2025-03-02 08:00:00,Diana,Complete
RFQ-00057,Issuance of RFQ,2025-01-28 16:00:00,Alice,Complete
RFQ-00057,Technical Evaluation,2025-01-29 11:00:00,Diana,Complete
RFQ-00057,Commercial Evaluation,2025-01-29 20:00:00,Bob,Complete
RFQ-00057,PO Creation,2025-01-30 13:00:00,Charlie,Complete
RFQ-00057,Supplier Confirmation,2025-01-31 06:00:00,Edward,Complete
RFQ-00057,Goods Dispatch,2025-02-01 06:00:00,Edward,Complete
RFQ-00057,Goods Receipt,2025-02-01 18:00:00,Edward,Complete
RFQ-00057,Inspection & Approval,2025-02-02 06:00:00,Charlie,Complete
RFQ-00057,Invoice Generation,2025-02-02 10:00:00,Bob,Complete
RFQ-00057,Payment to Supplier,2025-02-03 09:00:00,Edward,Complete
RFQ-00058,Issuance of RFQ,2025-01-15 14:00:00,Alice,Complete
RFQ-00058,Technical Evaluation,2025-01-15 21:00:00,Fiona,Complete
RFQ-00058,Commercial Evaluation,2025-01-16 10:00:00,Bob,Complete
RFQ-00058,PO Creation,2025-01-16 16:00:00,Diana,Complete
RFQ-00058,Supplier Confirmation,2025-01-17 06:00:00,Diana,Complete
RFQ-00058,Goods Dispatch,2025-01-18 06:00:00,Bob,Complete
RFQ-00058,Goods Receipt,2025-01-19 03:00:00,Diana,Complete
RFQ-00058,Inspection & Approval,2025-01-19 09:00:00,Alice,Complete
RFQ-00058,Invoice Generation,2025-01-19 19:00:00,Fiona,Complete
RFQ-00058,Payment to Supplier,2025-01-20 19:00:00,Alice,Complete
RFQ-00059,Issuance of RFQ,2025-02-16 22:00:00,Charlie,Complete
RFQ-00059,Technical Evaluation,2025-02-17 10:00:00,Diana,Complete
RFQ-00059,Commercial Evaluation,2025-02-18 05:00:00,Charlie,Complete
RFQ-00059,PO Creation,2025-02-18 21:00:00,Edward,Complete
RFQ-00059,Supplier Confirmation,2025-02-19 17:00:00,Fiona,Complete
RFQ-00059,Goods Dispatch,2025-02-19 19:00:00,Edward,Complete
RFQ-00059,Goods Receipt,2025-02-20 13:00:00,Charlie,Complete
RFQ-00059,Inspection & Approval,2025-02-21 05:00:00,Charlie,Complete
RFQ-00059,Invoice Generation,2025-02-22 00:00:00,Bob,Complete
RFQ-00059,Payment to Supplier,2025-02-22 05:00:00,Fiona,Complete
RFQ-00060,Issuance of RFQ,2025-01-24 03:00:00,Fiona,Complete
RFQ-00060,Technical Evaluation,2025-01-24 17:00:00,Diana,Complete
RFQ-00060,Commercial Evaluation,2025-01-25 16:00:00,Fiona,Complete
RFQ-00060,PO Creation,2025-01-26 03:00:00,Bob,Complete
RFQ-00060,Supplier Confirmation,2025-01-26 18:00:00,Fiona,Complete
RFQ-00060,Goods Dispatch,2025-01-26 21:00:00,Charlie,Complete
RFQ-00060,Goods Receipt,2025-01-27 14:00:00,Diana,Complete
RFQ-00060,Inspection & Approval,2025-01-28 04:00:00,Alice,Complete
RFQ-00060,Invoice Generation,2025-01-29 03:00:00,Fiona,Complete
RFQ-00060,Payment to Supplier,2025-01-29 17:00:00,Edward,Complete
RFQ-00061,Issuance of RFQ,2025-02-03 21:00:00,Charlie,Complete
RFQ-00061,Technical Evaluation,2025-02-04 20:00:00,Fiona,Complete
RFQ-00061,Commercial Evaluation,2025-02-05 20:00:00,Diana,Complete
RFQ-00061,PO Creation,2025-02-06 00:00:00,Edward,Complete
RFQ-00061,Supplier Confirmation,2025-02-06 02:00:00,Charlie,Complete
RFQ-00061,Goods Dispatch,2025-02-06 19:00:00,Alice,Complete
RFQ-00061,Goods Receipt,2025-02-07 16:00:00,Fiona,Complete
RFQ-00061,Inspection & Approval,2025-02-07 20:00:00,Diana,Complete
RFQ-00061,Invoice Generation,2025-02-08 15:00:00,Fiona,Complete
RFQ-00061,Payment to Supplier,2025-02-09 02:00:00,Bob,Complete
RFQ-00062,Issuance of RFQ,2025-01-19 12:00:00,Fiona,Complete
RFQ-00062,Technical Evaluation,2025-01-20 08:00:00,Diana,Complete
RFQ-00062,Commercial Evaluation,2025-01-20 10:00:00,Edward,Complete
RFQ-00062,PO Creation,2025-01-21 02:00:00,Diana,Complete
RFQ-00062,Supplier Confirmation,2025-01-21 05:00:00,Edward,Complete
RFQ-00062,Goods Dispatch,2025-01-21 19:00:00,Alice,Complete
RFQ-00062,Goods Receipt,2025-01-21 21:00:00,Fiona,Complete
RFQ-00062,Inspection & Approval,2025-01-22 12:00:00,Charlie,Complete
RFQ-00062,Invoice Generation,2025-01-22 15:00:00,Alice,Complete
RFQ-00062,Payment to Supplier,2025-01-23 06:00:00,Diana,Complete
RFQ-00063,Issuance of RFQ,2025-01-22 20:00:00,Bob,Complete
RFQ-00063,Technical Evaluation,2025-01-23 19:00:00,Fiona,Complete
RFQ-00063,Commercial Evaluation,2025-01-23 23:00:00,Fiona,Complete
RFQ-00063,PO Creation,2025-01-24 03:00:00,Edward,Complete
RFQ-00063,Supplier Confirmation,2025-01-24 14:00:00,Bob,Complete
RFQ-00063,Goods Dispatch,2025-01-25 13:00:00,Fiona,Complete
RFQ-00063,Goods Receipt,2025-01-25 21:00:00,Fiona,Complete
RFQ-00063,Invoice Generation,2025-01-26 11:00:00,Diana,Complete
RFQ-00063,Payment to Supplier,2025-01-26 14:00:00,Alice,Complete
RFQ-00064,Issuance of RFQ,2025-01-20 17:00:00,Diana,Complete
RFQ-00064,Technical Evaluation,2025-01-21 04:00:00,Edward,Complete
RFQ-00064,Commercial Evaluation,2025-01-21 09:00:00,Fiona,Complete
RFQ-00064,PO Creation,2025-01-22 06:00:00,Bob,Complete
RFQ-00064,Supplier Confirmation,2025-01-23 03:00:00,Alice,Complete
RFQ-00064,Goods Dispatch,2025-01-24 03:00:00,Diana,Complete
RFQ-00064,Goods Receipt,2025-01-24 08:00:00,Bob,Complete
RFQ-00064,Inspection & Approval,2025-01-24 13:00:00,Bob,Complete
RFQ-00064,Invoice Generation,2025-01-24 17:00:00,Diana,Complete
RFQ-00064,Payment to Supplier,2025-01-24 22:00:00,Fiona,Complete
RFQ-00065,Issuance of RFQ,2025-01-19 22:00:00,Charlie,Complete
RFQ-00065,Technical Evaluation,2025-01-20 15:00:00,Charlie,Complete
RFQ-00065,Commercial Evaluation,2025-01-21 06:00:00,Fiona,Complete
RFQ-00065,PO Creation,2025-01-21 17:00:00,Bob,Complete
RFQ-00065,Supplier Confirmation,2025-01-22 05:00:00,Fiona,Complete
RFQ-00065,Goods Dispatch,2025-01-22 09:00:00,Fiona,Complete
RFQ-00065,Goods Receipt,2025-01-22 11:00:00,Diana,Complete
RFQ-00065,Inspection & Approval,2025-01-23 01:00:00,Bob,Complete
RFQ-00065,Invoice Generation,2025-01-23 19:00:00,Fiona,Complete
RFQ-00065,Payment to Supplier,2025-01-23 22:00:00,Alice,Complete
RFQ-00066,Issuance of RFQ,2025-01-02 00:00:00,Diana,Complete
RFQ-00066,Technical Evaluation,2025-01-02 13:00:00,Bob,Complete
RFQ-00066,Commercial Evaluation,2025-01-03 01:00:00,Diana,Complete
RFQ-00066,PO Creation,2025-01-04 01:00:00,Charlie,Complete
RFQ-00066,Supplier Confirmation,2025-01-04 15:00:00,Diana,Complete
RFQ-00066,Goods Dispatch,2025-01-05 09:00:00,Edward,Complete
RFQ-00066,Goods Receipt,2025-01-05 20:00:00,Diana,Complete
RFQ-00066,Inspection & Approval,2025-01-06 18:00:00,Bob,Complete
RFQ-00066,Invoice Generation,2025-01-07 07:00:00,Diana,Complete
RFQ-00066,Payment to Supplier,2025-01-08 04:00:00,Alice,Complete
RFQ-00067,Issuance of RFQ,2025-03-03 00:00:00,Charlie,Complete
RFQ-00067,Technical Evaluation,2025-03-03 03:00:00,Edward,Complete
RFQ-00067,Commercial Evaluation,2025-03-03 17:00:00,Edward,Complete
RFQ-00067,PO Creation,2025-03-04 03:00:00,Edward,Complete
RFQ-00067,Supplier Confirmation,2025-03-04 07:00:00,Diana,Complete
RFQ-00067,Goods Dispatch,2025-03-04 14:00:00,Alice,Complete
RFQ-00067,Goods Receipt,2025-03-04 23:00:00,Edward,Complete
RFQ-00067,Inspection & Approval,2025-03-05 10:00:00,Diana,Complete
RFQ-00067,Invoice Generation,2025-03-05 15:00:00,Alice,Complete
RFQ-00067,Payment to Supplier,2025-03-05 17:00:00,Edward,Complete
RFQ-00068,Issuance of RFQ,2025-01-25 09:00:00,Fiona,Complete
RFQ-00068,Technical Evaluation,2025-01-25 22:00:00,Edward,Complete
RFQ-00068,Commercial Evaluation,2025-01-26 11:00:00,Edward,Complete
RFQ-00068,PO Creation,2025-01-26 13:00:00,Edward,Complete
RFQ-00068,Supplier Confirmation,2025-01-27 09:00:00,Charlie,Complete
RFQ-00068,Goods Dispatch,2025-01-27 23:00:00,Bob,Complete
RFQ-00068,Goods Receipt,2025-01-28 16:00:00,Alice,Complete
RFQ-00068,Inspection & Approval,2025-01-29 00:00:00,Edward,Complete
RFQ-00068,Invoice Generation,2025-01-29 22:00:00,Charlie,Complete
RFQ-00068,Payment to Supplier,2025-01-30 19:00:00,Bob,Complete
RFQ-00069,Issuance of RFQ,2025-01-02 08:00:00,Bob,Complete
RFQ-00069,Technical Evaluation,2025-01-02 14:00:00,Edward,Complete
RFQ-00069,Commercial Evaluation,2025-01-03 10:00:00,Edward,Complete
RFQ-00069,PO Creation,2025-01-04 10:00:00,Edward,Complete
RFQ-00069,Supplier Confirmation,2025-01-05 08:00:00,Bob,Complete
RFQ-00069,Goods Dispatch,2025-01-05 16:00:00,Charlie,Complete
RFQ-00069,Goods Receipt,2025-01-06 05:00:00,Alice,Complete
RFQ-00069,Inspection & Approval,2025-01-07 00:00:00,Charlie,Complete
RFQ-00069,Invoice Generation,2025-01-07 17:00:00,Alice,Complete
RFQ-00069,Payment to Supplier,2025-01-07 20:00:00,Bob,Complete
RFQ-00070,Issuance of RFQ,2025-01-01 04:00:00,Edward,Complete
RFQ-00070,Technical Evaluation,2025-01-01 09:00:00,Edward,Complete
RFQ-00070,Commercial Evaluation,2025-01-01 18:00:00,Edward,Complete
RFQ-00070,PO Creation,2025-01-01 22:00:00,Fiona,Complete
RFQ-00070,Supplier Confirmation,2025-01-02 07:00:00,Fiona,Complete
RFQ-00070,Goods Dispatch,2025-01-02 13:00:00,Edward,Complete
RFQ-00070,Goods Receipt,2025-01-02 22:00:00,Edward,Complete
RFQ-00070,Inspection & Approval,2025-01-03 12:00:00,Bob,Complete
RFQ-00070,Invoice Generation,2025-01-03 16:00:00,Bob,Complete
RFQ-00070,Payment to Supplier,2025-01-04 13:00:00,Diana,Complete
RFQ-00071,Issuance of RFQ,2025-02-27 22:00:00,Charlie,Complete
RFQ-00071,Technical Evaluation,2025-02-28 14:00:00,Charlie,Complete
RFQ-00071,Commercial Evaluation,2025-03-01 08:00:00,Bob,Complete
RFQ-00071,PO Creation,2025-03-02 03:00:00,Fiona,Complete
RFQ-00071,Supplier Confirmation,2025-03-02 17:00:00,Edward,Complete
RFQ-00071,Goods Dispatch,2025-03-03 16:00:00,Bob,Complete
RFQ-00071,Goods Receipt,2025-03-04 08:00:00,Edward,Complete
RFQ-00071,Inspection & Approval,2025-03-04 13:00:00,Bob,Complete
RFQ-00071,Invoice Generation,2025-03-04 22:00:00,Diana,Complete
RFQ-00071,Payment to Supplier,2025-03-05 13:00:00,Diana,Complete
RFQ-00072,Issuance of RFQ,2025-01-19 15:00:00,Bob,Complete
RFQ-00072,Technical Evaluation,2025-01-20 09:00:00,Alice,Complete
RFQ-00072,Commercial Evaluation,2025-01-20 21:00:00,Alice,Complete
RFQ-00072,PO Creation,2025-01-21 21:00:00,Alice,Complete
RFQ-00072,Supplier Confirmation,2025-01-22 12:00:00,Fiona,Complete
RFQ-00072,Goods Dispatch,2025-01-23 09:00:00,Alice,Complete
RFQ-00072,Goods Receipt,2025-01-23 19:00:00,Diana,Complete
RFQ-00072,Inspection & Approval,2025-01-24 08:00:00,Charlie,Complete
RFQ-00072,Invoice Generation,2025-01-25 06:00:00,Bob,Complete
RFQ-00072,Payment to Supplier,2025-01-25 21:00:00,Diana,Complete
RFQ-00073,Issuance of RFQ,2025-02-12 19:00:00,Charlie,Complete
RFQ-00073,Technical Evaluation,2025-02-13 09:00:00,Fiona,Complete
RFQ-00073,Commercial Evaluation,2025-02-13 11:00:00,Fiona,Complete
RFQ-00073,PO Creation,2025-02-14 10:00:00,Bob,Complete
RFQ-00073,Supplier Confirmation,2025-02-14 23:00:00,Alice,Complete
RFQ-00073,Goods Dispatch,2025-02-15 18:00:00,Bob,Complete
RFQ-00073,Goods Receipt,2025-02-16 16:00:00,Bob,Complete
RFQ-00073,Inspection & Approval,2025-02-17 06:00:00,Edward,Complete
RFQ-00073,Invoice Generation,2025-02-17 10:00:00,Fiona,Complete
RFQ-00073,Payment to Supplier,2025-02-17 21:00:00,Diana,Complete
RFQ-00074,Issuance of RFQ,2025-01-05 18:00:00,Edward,Complete
RFQ-00074,Technical Evaluation,2025-01-06 02:00:00,Alice,Complete
RFQ-00074,Commercial Evaluation,2025-01-06 08:00:00,Fiona,Complete
RFQ-00074,PO Creation,2025-01-06 12:00:00,Bob,Complete
RFQ-00074,Supplier Confirmation,2025-01-07 07:00:00,Charlie,Complete
RFQ-00074,Goods Dispatch,2025-01-07 16:00:00,Diana,Complete
RFQ-00074,Goods Receipt,2025-01-08 02:00:00,Diana,Complete
RFQ-00074,Inspection & Approval,2025-01-08 16:00:00,Diana,Complete
